web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,address-link,address-link-href,terms,terms-link,terms-link-href
"1594284202-1586","https://www.holidayhk.com/en-hk/shops/","per FACE AestheticHK$288 8th Gen. Hydra Facial Treatment","https://www.holidayhk.com/en-hk/shops/shop0100/","per FACE Aesthetic","HK$288 8th Gen. Hydra Facial Treatment","Original Price: HK$1,800","/media/offer/EN_Shop_100_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
per FACE Aesthetic - Causeway Bay
Address: F-2B, 1/F, Fashion Walk, Causeway Bay, Hong Kong Island
Tel: +852 8101 2566

per FACE Aesthetic - Causeway Bay
Address: Unit 3501-03, 35/F, World Trade Centre, Causeway Bay, Hong Kong Island
Tel: +852 8101 2566

per FACE Aesthetic - Central
Address: G/F, Man Hing Commercial Building,  79-83 Queen's Road Central, Central, Hong Kong Island
Tel: +852 8101 2566

per FACE Aesthetic - Tsim Sha Tsui
Address: 21/F, iSQUARE, Tsim Sha Tsui, Kowloon
Tel: +852 8101 2566
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_100_tnc.pdf"
"1594284246-1606","https://www.holidayhk.com/en-hk/shops/","Hang Cheong Loong Bird's Nest & Ginseng Ltd.50% OFF 50% discount on H.C.L. Antitussives - ExpectorantsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0046/","Hang Cheong Loong Bird's Nest & Ginseng Ltd.","50% discount on H.C.L. Antitussives - Expectorants","Original price: HK$198","/media/offer/EN_Shop_46_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hang Cheong Loong Bird’s Nest & Ginseng Ltd. - Sheung Wan
Address: G/F, 62 Wing Lok St, Sheung Wan, Hong Kong Island
Tel: +852 2542 3039
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_46_tnc.pdf"
"1594284412-1686","https://www.holidayhk.com/en-hk/shops/","Ash Samtani Clothing Limited50% OFF 50% discount on Hand-Tailored Year Around Classic Fabrics (Limited Collection)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0001/","Ash Samtani Clothing Limited","50% discount on Hand-Tailored Year Around Classic Fabrics (Limited Collection)","50% discount on Hand-Tailored Year Around Classic Fabrics (Limited Collection): Men's & Ladies: Suit, Jacket, Slacks & Shirt","/media/offer/EN_Shop_1_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Ash Samtani Clothing Limited - Tsim Sha Tsui
Address: Shop I, Burlington Arcade, 92-94 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: +852 2367 4285
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1_tnc.pdf"
"1594284283-1624","https://www.holidayhk.com/en-hk/shops/","Yue Hwa Chinese Products Emporium Ltd.BUY 1 GET 1 FREEBuy one, get one free Yunnan Red Ling ZhiQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0034/","Yue Hwa Chinese Products Emporium Ltd.","Buy one, get one free Yunnan Red Ling Zhi","Worth: HK$100","/media/offer/EN_Shop_34_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://en.shop.yuehwa.com/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_34_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_34_tnc.pdf"
"1594284333-1648","https://www.holidayhk.com/en-hk/shops/","SuningCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$2000 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1236/","Suning","Enjoy HK$100 cash rebate upon net purchase of HK$2000 in single transaction","null","/media/offer/Shop_1236_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.hksuning.com/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1236_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1236_tnc.pdf"
"1594284405-1683","https://www.holidayhk.com/en-hk/shops/","breoCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$1000 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1217/","breo","Enjoy HK$100 cash rebate upon net purchase of HK$1000 in single transaction","null","/media/offer/Shop_1217_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
breo
Address: 7T098A,Termianl 1,Hong Kong International Airport, Lantau Island
Outlet Tel: +852 35472614

breo
Address: F9A,Telford Plaza 1, Kowloon Bay, Kowloon
Tel: +852 62374368

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1217_tnc.pdf"
"1594283963-1471","https://www.holidayhk.com/en-hk/shops/","Wing On Department StoresSpecial Price HK$304.2 for Cabeau Evolution S3 Travel PillowQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1308/","Wing On Department Stores","Special Price HK$304.2 for Cabeau Evolution S3 Travel Pillow","Original Price HK$338","/media/offer/Shop_1308_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Wing On Department Stores – Sheung Wan Main Store
Address: Wing On Centre, 211 Des Voeux Road Central, Sheung Wan, Hong Kong Island 
Tel: +852 2852 1888

Wing On Plus – Nathan Road
Address: Wing On Kowloon Centre, 345 Nathan Road, Jordan, Kowloon
Tel: +852 2710 6288

Wing On Plus – Tsim Sha Tusi East
Address: Wing On Plaza, 62 Mody Road, Tsim Sha Tsui East, Kowloon
Tel: +852 2196 1388

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1308_tnc.pdf"
"1594284383-1672","https://www.holidayhk.com/en-hk/shops/","NuBra LKF ShopCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$800 in single transaction","https://www.holidayhk.com/en-hk/shops/shop1208/","NuBra LKF Shop","Enjoy HK$100 cash rebate upon net purchase of HK$800 in single transaction","null","/media/offer/Shop_1208_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
NuBra - Lan Kwai Fong
Address:1F, No.2 Lan Kwai Fong Central, Hong Kong Island（MTR Central Station Exit D2）
Tel: 852-2892 8616/2891 3866 

NuBra - Tsim Sha Tsui
Address: Shop 16,1/F, Beverley Commercial Centre, 87-105 Chatham Road South, Tsim Sha Tsui. Kowloon
Tel: 852-2896 6898 / 2896 6636



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1208_tnc.pdf"
"1594284470-1714","https://www.holidayhk.com/en-hk/shops/","WINGO SHOPSUPER OFFERPromotion Price HK$99 to purchase RIVAL RASH GUARD","https://www.holidayhk.com/en-hk/shops/shop1292/","WINGO SHOP","Promotion Price HK$99 to purchase RIVAL RASH GUARD","Original Price HK$239","/media/offer/Shop_1292_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
WINGO SHOP
Address: Flat D1, 4/F, Yeung Yiu Chung (No.8) Industrial Building, 20 Wang Hoi Road, Kowloon Bay, Kowloon
Tel: +852 35685436



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1292_tnc.pdf"
"1594284022-1499","https://www.holidayhk.com/en-hk/shops/","Pearls & CashmereBuy two, get one free All ItemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1197/","Pearls & Cashmere","Buy two, get one free All Items","Purchase any items can enjoy buy two get one free offers. 
(Gifts are offered at the lowest price item)","/media/offer/Shop_1197_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Pearls & Cashmere – Tsim Sha Tsui
Address: BE5 The Peninsula Hong Kong, Tsim Sha Tsui, Kowloon
Tel: +852 2723 8698

Pearls & Cashmere – Central 
Address: 219, Man Yee Arcade, 68 Des Voeux Road, Central, Hong Kong Island
Tel: +852 2525 6771 



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1197_tnc_R.pdf"
"1594284393-1677","https://www.holidayhk.com/en-hk/shops/","Zero To oneCASH REBATEEnjoy HK$100 cash rebate upon net purchase of HK$500 in single transaction","https://www.holidayhk.com/en-hk/shops/shop1232/","Zero To one","Enjoy HK$100 cash rebate upon net purchase of HK$500 in single transaction","null","/media/offer/Shop_1232_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Zero To one - Tsim Sha Tsui
Address: shop 201 shop5, Level 2, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui, Kowloon
Tel: +852 2401 3655

Zero To one - The Peak
Address: Shop 216, Level 2, Peak Galleria,118 Peak Road, The Peak, Hong Kong Island
Tel: +852 2401 3655


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1232_tnc.pdf"
"1594283947-1463","https://www.holidayhk.com/en-hk/shops/","Highland Jewellery Company70% discount on all itemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0013/","Highland Jewellery Company","70% discount on all items","Except loose diamond, loose gems and loose south sea pearls","/media/offer/EN_Shop_13_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Highland Jewellery Company - Tsim Sha Tsui
Address:  G/F, Karlock Building, 7A Lock Road, Tsim Sha Tsui, Kowloon
Tel: +852 2721 7393 / +852 2721 7394","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_13_tnc.pdf"
"1594284462-1710","https://www.holidayhk.com/en-hk/shops/","Fit BoxxBUY 1 GET 1 FREEBuy one, get one free on selected items","https://www.holidayhk.com/en-hk/shops/shop0068/","Fit Boxx","Buy one, get one free on selected items","null","/media/offer/EN_Shop_68_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
OOFOS - Causeway Bay
Address: 414A , 4/F SOGO , 555 Hennessy Rd, Causeway Bay, Hong Kong Island 
Tel: +852 5317 8470

Fit Boxx - Causeway Bay
Address: Shop 1001, 10/F, Windsor House, 311 Gloucester Road, Causeway Bay, Hong Kong Island 
Tel: +852 6144 2265

CosmoBoxx - Tsim Sha Tsui
Address: Shop213A, K11 Musea , 18 Salisbury Road, Tsim Sha Tsui, Kowloon 
Tel: +852 6010 6867

Fit Boxx - Mong Kok 
Address: 7/F, Mong Kok Metro, 594-596 Nathan Road, Mong Kok, Kowloon 
Tel: +852 9401 1055

Fit Boxx - Yuen Long
Address: Shop 108-110, 1/F, Yuen Long Landmark, 123 Castle Peak Road, Yuen Long, New Territories
Tel: +852 6012 1270
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_68_tnc.pdf"
"1594284239-1604","https://www.holidayhk.com/en-hk/shops/","Noble Diamond50% OFF 50% discount on regular-priced DiamondQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0038/","Noble Diamond","50% discount on regular-priced Diamond","null","/media/offer/EN_Shop_38_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Noble Diamond - Lok Fu
Address: Shop 3103, 3/F, Phase 1, Lok Fu Place, Lok Fu, Kowloon
Tel: + 852 2337 8980

Noble Diamond - Yau Tong
Address: Shop 131, 1/F, Domain, Yau Tong, Kowloon
Tel: + 852 2662 2139

Noble Diamond - Tuen Mun
Address: Shop 26, 1/F, Phase 2, Tuen Mun Town Plaza, Tuen Mun, New Territories
Tel: + 852 2613 1778

Noble Diamond - Sheung Shui
Address: Shop 2041-42, 2/F, Sheung Shui Centre Shopping Arcade, Sheung Shui, New Territories
Tel: + 852 2730 0681
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_38_tnc.pdf"
"1594284009-1493","https://www.holidayhk.com/en-hk/shops/","Attakaikokoro Tea Shop5% discount on Green Tea","https://www.holidayhk.com/en-hk/shops/shop0088/","Attakaikokoro Tea Shop","5% discount on Green Tea","null","/media/offer/EN_Shop_88_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Attakaikokoro Tea Shop - V Walk 
Address: Shop L2-9, V Walk Mall, Nanchang Station, Sham Shui Po, Kowloon
Tel: +852 2668 8537

Attakaikokoro Tea Shop - V City 
Address: Shop L1-16, Level 1, V city, Tuen Mun, New Territories
Tel: +852 2388 9234","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_88_tnc.pdf"
"1594284115-1544","https://www.holidayhk.com/en-hk/shops/","Stately Worldwide Limited.BUY 1 GET 1 FREEBuy one, get one free Dried Conch Slizes Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1181/","Stately Worldwide Limited.","Buy one, get one free Dried Conch Slizes","Original Price HK$88","/media/offer/Shop_1181_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Stately Worldwide Limited
Address: Unit2605-08, King Palace Plaza, 52A Sha Tsui Road, Tsuen Wan, New Territories
Tel: +852 3460 3232




                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1181_tnc.pdf"
"1594284140-1556","https://www.holidayhk.com/en-hk/shops/","Koon Wah FoodCASH REBATEEnjoy HK$20 cash rebate upon net purchase of HK$50 on regular-priced items in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1215/","Koon Wah Food","Enjoy HK$20 cash rebate upon net purchase of HK$50 on regular-priced items in single transaction","null","/media/offer/Shop_1215_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Koon Wah Food – Kwai Fong
Address: Flat G, H, I, ,1/F, KWAI TAK IND CTR (2), 15-33 Kwai Tak Street, Kwai Fong, New Territories, Hong Kong
Tel: (852) 2386 2068

Koon Wah Food – Prince Edward
Address: Shop G28, G/F, Allied Plaza, 760 Nathan Road, Prince Edward, Kowloon, Hong Kong 
Tel: (852) 2398 3100

Koon Wah Food –Wan Chai
Address: G/F, Tak Wah Mansion, 296 Hennessy Road, Wan Chai, Hong Kong Island, Hong Kong 
Tel: (852) 2598 0286

Koon Wah Food – Tsim Sha Tsui
Address: Shop 30-33 & 35-36A, G/F, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon, Hong Kong 



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1215_tnc.pdf"
"1594284341-1652","https://www.holidayhk.com/en-hk/shops/","LifeHub LimitedBUY 1 GET 1 FREEBuy one, get one free Hangover IV Drips","https://www.holidayhk.com/en-hk/shops/shop0118/","LifeHub Limited","Buy one, get one free Hangover IV Drips","Original price: HK$1,280","/media/offer/EN_Shop_118_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Lifehub Limited
Address: 1/F, The Loop, 33 Wellington Street, Central, Hong Kong Island
Outlet Tel: +852 3622 3452
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_118_tnc.pdf"
"1594284152-1562","https://www.holidayhk.com/en-hk/shops/","King BakeryJetso Friday - Enjoy 20% off on Every FridayQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1248/","King Bakery","Jetso Friday - Enjoy 20% off on Every Friday","null","/media/offer/Shop_1248_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","http://www.kingbakery.com.hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1248_outlet_address_R.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1248_tnc.pdf"
"1594284287-1626","https://www.holidayhk.com/en-hk/shops/","FortressPromotion Price of HK$908 (30% off) for UPBUTY TANAZ Smart Mask Device (Recommended Retail Price $1298)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1228/","Fortress","Promotion Price of HK$908 (30% off) for UPBUTY TANAZ Smart Mask Device (Recommended Retail Price $1298)","Original Price HK$1298","/media/offer/Shop_1228_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.fortress.com.hk/en/promotion/hktb","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1228_outlet_address_R.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1228_tnc.pdf"
"1594284541-1746","https://www.holidayhk.com/en-hk/shops/","Trailblazer50% OFF50% off on Salomon Ultra Pro","https://www.holidayhk.com/en-hk/shops/shop1262/","Trailblazer","50% off on Salomon Ultra Pro","Original Price HK$1298","/media/offer/Shop_1262_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Trailblazer 
Address: Unit 8, 3/F., Block B, Po Lung Centre, 11 Wang Chiu Road, Kowloon Bay, Kowloon, Hong Kong 
Tel:  +852 3529 1408/ +852 9266 7912


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1262_tnc.pdf"
"1594284418-1689","https://www.holidayhk.com/en-hk/shops/","PAUL & JOE50% OFF 50% discount on beauty mirror, 20SP face & eye colour and lipstock set","https://www.holidayhk.com/en-hk/shops/shop0117/","PAUL & JOE","50% discount on beauty mirror, 20SP face & eye colour and lipstock set","Original price:
Beauty mirror - HK$200
20SP face & eye colour - HK$300
Lipstock set - HK$260","/media/offer/EN_Shop_117_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
PAUL & JOE - Causeway Bay outlet
Address: Facesss Times Square, 4/F, Times Square, Causeway Bay, Hong Kong Island
Tel: +852 3427 9816

PAUL & JOE - Mong Kok outlet
Address: Shop L2-09, Langham Place, Mong Kok, Kowloon
Tel: +852 3514 9238

PAUL & JOE - Tsim Sha Tsui outlet
Address: Shop B222, K11 Art Mall, Tsim Sha Tsui, Kowloon
Tel: +852 2890 9882

PAUL & JOE - Tuen Mun outlet
Address: Shop 1019-1020, 1/F, Tuen Mun Town Plaza Phase 1, Tuen Mun, New Territories
Tel: +852 2488 8699

PAUL & JOE - Sha Tin outlet
Address: YATA, New Town Plaza, Sha Tin, New Territories
Tel: +852 2606 3899
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_117_tnc.pdf"
"1594283998-1488","https://www.holidayhk.com/en-hk/shops/","le saunda 50% OFF 50% discount on Leather Bucket Bags (LS AMH7603)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0051/","le saunda","50% discount on Leather Bucket Bags (LS AMH7603)","Leather Bucket Bags LS AMH7603
Original Price: HK$1199
Discount Price: HK$599","/media/offer/EN_Shop_51_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
le saunda - Tsim Sha Tsui
Address: Shop G59, Parklane Shopper's Boulevard, Tsim Sha Tsui, Kowloon 
Tel: +852 3184 0665

le saunda  - Sha Tin
Address: Shop 482A, 4/F, Phase 1, New Town Plaza, Sha Tin, New Territories
Tel: +852 2605 0008

le saunda  - Kwai Fong
Address: Shop 338, Level 3, Metroplaza, Kwai Fong, New Territories
Tel: +852 2396 4972

le saunda  - Yuen Long
Address: Shop 1117, L1, YOHO MALL I, Yuen Long, New Territories
Tel: +852 3188 1603
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_51_tnc.pdf"
"1594284132-1552","https://www.holidayhk.com/en-hk/shops/","Jewellery ZoneCASH REBATEEnjoy HK$200 cash rebate upon net purchase of HK$1000 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1132/","Jewellery Zone","Enjoy HK$200 cash rebate upon net purchase of HK$1000 in single transaction","null","/media/offer/Shop_1132_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Jewellery Zone
Address: G/F,195 Queen's Road Central, Central Hong Kong
Tel: 2526 3696



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/ENHK_Shop_1132_tnc.pdf"
"1594284127-1550","https://www.holidayhk.com/en-hk/shops/","Mode Marie (HK)50% OFF50% off on all panties","https://www.holidayhk.com/en-hk/shops/shop1201/","Mode Marie (HK)","50% off on all panties","Original Price HK$135-165","/media/offer/Shop_1201_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Mode Marie(HK) - Tsim Sha Tsui
Address: Shop 18B, 1 Hillwood Road, Tsim Sha Tsui, Kowloon.
Tel: +852 2625 5886

Mode Marie(HK) – Causeway Bay
Address: Shop 245, 2/F, 24-26 E Point Rd, Causeway Bay, Hong Kong Island
Tel: +852 2116 5135

Mode Marie(HK) – Sha Tin
Address: Shop 43A, 3/F, Hilton Plaza, 3-9, Sha Tin Centre Street, Sha Tin, New Territories, Hong Kong
Tel: +852 2708 9086

Mode Marie(HK) – Kwai Fong 
Address: Shop B122A, 1/F, Kwai Chung Plaza, 11 Kwai Foo Rd, Kwai Fong, Kwai Chung, New Territories, Hong Kong
Tel: +852 2708 9086

Mode Marie(HK) – Yuen Long
Address: Shop 35, 1/F, Kolour Mall, 1 Kau Yuk Road, Yuen Long, New Territories, Hong Kong
Tel: +852 3586 1328

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1201_tnc.pdf"
"1594284059-1517","https://www.holidayhk.com/en-hk/shops/","Chinese Arts & Crafts (H.K.) Ltd50% OFF 50% discount on Xiuyuan Jade OrnamentQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0005/","Chinese Arts & Crafts (H.K.) Ltd","50% discount on Xiuyuan Jade Ornament","null","/media/offer/EN_Shop_5_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Chinese Arts & Crafts (HK) Ltd - Wan Chai
Address: 2/F, Causeway Centre, 28 Harbour Road, Wan Chai, Hong Kong Island
Tel: +852 2827 6667


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_5_tnc.pdf"
"1594284397-1679","https://www.holidayhk.com/en-hk/shops/","Simmons®BUY 1 GET 1 FREEBuy one, get one free on Beautyrest® ComforCoil Pillow","https://www.holidayhk.com/en-hk/shops/shop0064/","Simmons®","Buy one, get one free on Beautyrest® ComforCoil Pillow","","/media/offer/EN_Shop_64_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Simmons® - Central
Address: Shop 201, 2/F, Man Yee Building, Central, Hong Kong Island
Tel: +852 2506 1100

Simmons® - Causeway Bay 
Address: Shop 303, 3/F, Windsor House, Causeway Bay, Hong Kong Island
Tel: +852 3693 4569

Simmons® - Kowloon Bay 
Address: Shop L5 1A, 5/F, MegaBox, Kowloon Bay, Kowloon
Tel: +852 2723 3009

Simmons® - Tsim Sha Tsui
Address: Shop L709, Level 7, The ONE, Tsim Sha Tsui, Kowloon
Tel: +852 2736 5583

Simmons® - Sha Tin 
Address: Shop 249, 2/F, HomeSquare, Sha Tin, New Territories
Tel: +852 2696 9226

Simmons® - Tsuen Wan  
Address: Shop 533, 5/F, Tsuen Wan Plaza, Tsuen Wan, New Territories
Tel: +852 2525 5220

Simmons® - Yuen Long 
Address: Shop 2002, Level 2, YOHO MALL, Yuen Long , New Territories
Tel: +852 3586 3070
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_64_tnc.pdf"
"1594283920-1450","https://www.holidayhk.com/en-hk/shops/","King BakeryJetso Saturday - Enjoy 20% off on Every SaturdayQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1271/","King Bakery","Jetso Saturday - Enjoy 20% off on Every Saturday","null","/media/offer/Shop_1271_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
King Bakery 
Address: Shop No. G13, G/F, Lee Tung Avenue, No. 200 Queen’s Road East, Wan Chai, Hong Kong Island
Tel: +852 3101 0838","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1271_tnc.pdf"
