web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,terms,terms-link,terms-link-href
"1594348386-110","https://www.holidayhk.com/en-hk/food-and-drink/","City Cafe - The Cityview30% off at lunch buffet of City Café during the promotion period, plus 10% service charge based on original price.Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1109/","City Cafe - The Cityview","30% off at lunch buffet of City Café during the promotion period, plus 10% service charge based on original price.","Original Price:
Adult $268 / Senior $248 / Child $188 (Mon to Fri, except Public Holidays)
Adult $298 / Senior $278 / Child $208 (Sat to Sun & Public Holidays) 
*Plus 10% service charge","/media/offer/Dine_1109_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
City Café                
Address: 1/F The Cityview, 23 Waterloo Road, Kowloon
Tel: +852 2783 3287


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1109_tnc.pdf"
"1594348193-20","https://www.holidayhk.com/en-hk/food-and-drink/","Yakiniku KaguraCASH REBATEEnjoy HK$80 cash rebate upon net purchase of HK$600 in single transaction.","https://www.holidayhk.com/en-hk/food-and-drink/food1126/","Yakiniku Kagura","Enjoy HK$80 cash rebate upon net purchase of HK$600 in single transaction.","null","/media/offer/Dine_1126_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Yakiniku Kagura
Address: Shop 1086, 1/F, Elements, 1 Austin Road West, Tsim Sha Tsui, Kowloon
Tel: +852 26823913","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1126_tnc.pdf"
"1594348458-143","https://www.holidayhk.com/en-hk/food-and-drink/","CAMPSITEBUY 1 GET 1 FREEComplimentary dishes on Hello HK - holiday@home Menu upon purchase of an item in à la carte menu of equal or higher value","https://www.holidayhk.com/en-hk/food-and-drink/food0040/","CAMPSITE","Complimentary dishes on Hello HK - holiday@home Menu upon purchase of an item in à la carte menu of equal or higher value","null","/media/offer/EN_Dine_40_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
CAMPSITE
Address: Shop G05, G/F, K11 ATELIER, 728 King's Road, Quarry Bay, Hong Kong Island 
Tel: +852 3705 8248

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_40_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_40_tnc.pdf"
"1594348342-89","https://www.holidayhk.com/en-hk/food-and-drink/","UnionPayDiscover Hong Kong and our special offers","http://www.unionpayintl.com/cardholderServ/serviceCenter/merchant?country=10060402&offerFlag=1&countryFlag=1&language=en&globalCard=y","null","null","null","","null","null","","null","null",""
"1594348371-103","https://www.holidayhk.com/en-hk/food-and-drink/","OLD PIER HOT POTCASH REBATEEnjoy HK$50 cash rebate upon net purchase of HK$500 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1145/","OLD PIER HOT POT","Enjoy HK$50 cash rebate upon net purchase of HK$500 in single transaction","null","/media/offer/Dine_1145_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Old Pier Hot Pot
Address: G/F & 1F, 59, 61 & 61A Tong Mei Road, Mong Kok, Kowloon, Hong Kong 
Tel: +852 2148 6268/+852 2146 9268

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1145_tnc.pdf"
"1594348305-74","https://www.holidayhk.com/en-hk/food-and-drink/","Da Ben Ei Japanese restaurantCASH REBATEEnjoy HK$10 cash rebate upon net purchase of HK$100 in single transactionQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1133/","Da Ben Ei Japanese restaurant","Enjoy HK$10 cash rebate upon net purchase of HK$100 in single transaction","null","/media/offer/Dine_1133_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Da Ben Ei Japanese restaurant
Address: 10/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok, Kowloon
Tel: +852 37431977","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1133_tnc.pdf"
"1594348546-184","https://www.holidayhk.com/en-hk/food-and-drink/","LHGroup & Kabushikigaisha LimitedHK$50 cash coupon upon dine-in purchase at every HK$200","https://www.holidayhk.com/en-hk/food-and-drink/food1006/","LHGroup & Kabushikigaisha Limited","HK$50 cash coupon upon dine-in purchase at every HK$200","null","/media/offer/En_Dine_1006_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address

                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1006_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1006_tnc.pdf"
"1594348394-114","https://www.holidayhk.com/en-hk/food-and-drink/","S2 TeppanyakiCASH REBATEEnjoy HK$200 cash rebate upon purchase of HK$1000 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1187/","S2 Teppanyaki","Enjoy HK$200 cash rebate upon purchase of HK$1000 in single transaction","null","/media/offer/Dine_1187_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
S2 Teppanyaki
Address: Shop 6, G/F, 29-37 Wai Ching Street, Jordan, Kowloon
Tel: +852 2885 8955 / 2885 8278

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1187_tnc.pdf"
"1594348270-57","https://www.holidayhk.com/en-hk/food-and-drink/","Deluxe Daikiya Japanese RestaurantLimited Time Dinner Offer (Causeway Bay Store) 
Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1129/","Deluxe Daikiya Japanese Restaurant","Limited Time Dinner Offer (Causeway Bay Store)","(Monday - Thursday, except for public holiday eves or public holidays)
5:30pm-7:30pm HK$200                                                     
9:15pm-11:15pm HK$200

(Friday and Saturday or Public Holiday eves)
5:30pm-7:30pm HK$220                                                      
9:15pm-11:15pm HK$220

(Sunday or Public Holiday)
5:30pm-7:30pm HK$220                                                      
9:15pm-11:15pm HK$220

Subject to 10% Service Charge","/media/offer/Dine_1129_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Deluxe Daikiya Japanese Restaurant
Address: 9/F, Causeway Bay Plaza 1, 489 Hannessy Road, Causeway Bay, Hong Kong Island
Tel: +852 3188 8838","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1129_tnc_R.pdf"
"1594348179-13","https://www.holidayhk.com/en-hk/food-and-drink/","Panda Cafe - Panda HotelCASH REBATEEnjoy HK$50 cash rebate upon net purchase of HK$400 in single transactionQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1134/","Panda Cafe - Panda Hotel","Enjoy HK$50 cash rebate upon net purchase of HK$400 in single transaction","null","/media/offer/Dine_1134_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address 
Panda Café – Tsuen Wan
Address: 3/F, Panda Hotel, 3 Tsuen Wah Street, Tsuen Wan, New Territories
Tel: +852-2409 3218","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1134_tnc.pdf"
"1594348202-24","https://www.holidayhk.com/en-hk/food-and-drink/","Hero's FridayCASH REBATEEnjoy HK$30 cash rebate upon purchase of HK$200 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1208/","Hero's Friday","Enjoy HK$30 cash rebate upon purchase of HK$200 in single transaction","null","/media/offer/Dine_1208_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hero’s Friday 
Address: Shop A5C, Block A, Hong Kong Industrial Center,489-191 Castle Peak Road, Lai Chi Kok, Kowloon
Tel: +852 6341 5319","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1208_tnc.pdf"
"1594348334-88","https://www.holidayhk.com/en-hk/food-and-drink/","BRICK LANEBUY 1 GET 1 FREEComplimentary dishes on Hello HK - holiday@home Menu upon purchase of an item in à la carte menu of equal or higher valueQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0039/","BRICK LANE","Complimentary dishes on Hello HK - holiday@home Menu upon purchase of an item in à la carte menu of equal or higher value","null","/media/offer/EN_Dine_39_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
BRICK LANE - Admiralty
Address: Shop 404, 4/F, Citic Tower, 1 Tim Mei Avenue, Admiralty, Hong Kong Island 
Tel: +852 2363 2500

BRICK LANE - Causeway Bay
Address: Shop G01, G/F, Lee Garden Six, 111 Leighton Road, Causeway Bay, Hong Kong Island
Tel: +852 2736 8893

BRICK LANE - Tsim Sha Tsui
Address: G/F, 17-23 Minden Avenue, Tsim Sha Tsui, Kowloon
Tel: +852 2721 0628

BRICK LANE Deli - Sha Tin
Address: Shop 126, 1/F, New Town Plaza Phase 1, 18 Sha Tin Centre Street, Sha Tin, New Territories
Tel: +852 2111 0480

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_39_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_39_tnc.pdf"
"1594348398-116","https://www.holidayhk.com/en-hk/food-and-drink/","canton pot - Lodgewood by L’hotel Mongkok Hong KongBUY 1 GET 1 FREEBuy one, get one free designated itemsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0009/","canton pot - Lodgewood by L’hotel Mongkok Hong Kong","Buy one, get one free designated items","null","/media/offer/EN_Dine_9_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
canton pot - Lodgewood by L’hotel Mongkok Hong Kong
Address: 2/F, Lodgewood by L’hotel Mongkok Hong Kong, 1131 Canton Road, Mongkok, Kowloon
Tel: +852 3968 7888

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_9_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_9_tnc.pdf"
"1594348427-130","https://www.holidayhk.com/en-hk/food-and-drink/","forte - L’hotel élanBUY 1 GET 1 FREEBuy one, get one on free designated itemsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0008/","forte - L’hotel élan","Buy one, get one on free designated items","null","/media/offer/EN_Dine_8_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
forte - L’hotel élan
Address: 2/F, L’hotel élan, 38 Chong Yip Street, Kwun Tong, Kowloon
Tel: +852 3968 8222

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_8_menu.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_8_tnc.pdf"
"1594348301-72","https://www.holidayhk.com/en-hk/food-and-drink/","Zen Noodle Cafe50% OFF50% off on Nagasaki Tender Ribs RamenQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1144/","Zen Noodle Cafe","50% off on Nagasaki Tender Ribs Ramen","Original Price HK$82","/media/offer/Dine_1144_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Zen Noodle Cafe
Address: Shop 2, Ngong Ping Themed Village, Ngong Ping 360, Lantau Island, Hong Kong 
Tel: +852 2752 6009","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1144_tnc.pdf"
"1594348197-22","https://www.holidayhk.com/en-hk/food-and-drink/","YUE MIC KACASH REBATEEnjoy HK$15 cash rebate upon net purchase of HK$100 in single transactionQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1162/","YUE MIC KA","Enjoy HK$15 cash rebate upon net purchase of HK$100 in single transaction","null","/media/offer/Dine_1162_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
YUE MIC KA - Central
Address: Shop B & D, G/F, Sunwise Building, 112-114 Wellington Street, Central, Hong Kong Island
Tel: 2524 3661

YUE MIC KA – Sha Tin
Address: Shop On Street Level, G/F, The River Park, 8 Che Kung Miu Road, Tai Wan, Sha Tin, New Territories
Tel: 2352 2277

YUE MIC KA – Tseung Kwan O
Address: Shop G16, G/F, Popwalk 2, No.19 Tong Yin Street, Tseung Kwan O, New Territories
Tel: 2237 1651

YUE MIC KA – Tuen Mun
Address: Shop 121,155 & 156, 1/F, Tuen Mun Parklane Square, No.2 Tuen Hi Road, Tuen Mun, New Territories
Tel: 3705 2316

YUE MIC KA – Tai Kok Tsui
Address: Shop 205, 2/F, West9zone, 38 Cherry Street, Tai Kok Tsui, Kowloon
Tel: 2352 2468","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1162_tnc.pdf"
"1594348479-153","https://www.holidayhk.com/en-hk/food-and-drink/","American ExpressWin 30,000 miles with your spending in #AmexBacksHK Weekly Lucky Draw","https://www.americanexpress.com/hk/en/campaigns/luckydraw.html","null","null","null","","null","null","","null","null",""
"1594348272-58","https://www.holidayhk.com/en-hk/food-and-drink/","Gyu-Kaku Jinan-BouComplimentary one Grilled Salmon Belly upon dine in patronage of HK$150Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0031/","Gyu-Kaku Jinan-Bou","Complimentary one Grilled Salmon Belly upon dine in patronage of HK$150","null","/media/offer/EN_Dine_31_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Gyu-Kaku Jinan-Bou - Tsuen Wan
Address: Shop 112B-113, 1/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan, New Territories
Tel: +852 2808 0083

Gyu-Kaku Jinan-Bou - Tung Chung
Address:  Shop 706, 7/F, Phase 2, Citygate, 20 Tat Tung Road, Tung Chung, New Territories
Tel: +852 2628 9882
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_31_tnc.pdf"
"1594348444-138","https://www.holidayhk.com/en-hk/food-and-drink/","Kong Fu Zi50% OFF50% discount on Braised Beef Rib with Homemade Sauce","https://www.holidayhk.com/en-hk/food-and-drink/food0068/","Kong Fu Zi","50% discount on Braised Beef Rib with Homemade Sauce","Original price : HK$388","/media/offer/EN_Dine_68_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Kong Fu Zi
Address: 3/F, 58 Tsun Yip Street, Kwun Tong, Kowloon
Tel: +852 3103 3833
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_68_tnc.pdf"
"1594348396-115","https://www.holidayhk.com/en-hk/food-and-drink/","Cafe MEDCASH REBATEEnjoy HK$15 cash rebate upon net purchase of HK$100 in single transaction.Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1100/","Cafe MED","Enjoy HK$15 cash rebate upon net purchase of HK$100 in single transaction.","null","/media/offer/Dine_1100_logo.jpeg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.
Outlet Address
Café MED – Hung Hom
Address: SHOP 757-759, LEVEL 7, FORTUNE METROPOLIS, NO. 6 METROPOLIS DRIVE HUNGHOM Kowloon
Tel: +852 2327 6320

Café MED – Sham Shui Po
Address: UNIT 601C, DRAGON CENTRE, 37K YEN CHOW STREET, SHAMSHUIPO, Kowloon 
Tel: +852 23610813","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1100_tnc.pdf"
"1594348214-30","https://www.holidayhk.com/en-hk/food-and-drink/","The Platter - Hotel COZi • OasisBUY 1 GET 1 FREEBuy one, get one free semi buffet dinner","https://www.holidayhk.com/en-hk/food-and-drink/food0071/","The Platter - Hotel COZi • Oasis","Buy one, get one free semi buffet dinner","null","/media/offer/EN_Dine_71_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Platter - Hotel COZi • Oasis
Address: LG/F, Hotel COZi • Oasis, 443 Castle Peak Road, Kwai Chung, New Territories
Tel: +852 3891 1928
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_71_tnc.pdf"
"1594348288-66","https://www.holidayhk.com/en-hk/food-and-drink/","Ah Yat Harbour View RestaurantBUY 1 GET 1 FREEBuy one, get one free Tsing Tao Beer (1 glass) or mocktail (1 cup)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0004/","Ah Yat Harbour View Restaurant","Buy one, get one free Tsing Tao Beer (1 glass) or mocktail (1 cup)","Enjoy the offer upon spending of HK$200 or above","/media/offer/EN_Dine_4_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Ah Yat Harbour View Restaurant
Address: 29/F, iSQUARE, 63 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: +852 6227 0330
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_4_tnc.pdf"
"1594348481-154","https://www.holidayhk.com/en-hk/food-and-drink/","Deluxe Daikiya Japanese RestaurantLimited Time Dinner Offer (Tsim Sha Tsui Grandville Road Store) 
Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1156/","Deluxe Daikiya Japanese Restaurant","Limited Time Dinner Offer (Tsim Sha Tsui Grandville Road Store)","(Monday - Wednesday)
5:30pm-7:30pm HK$228                                                       
9:15pm-11:15pm HK$228

(Thursday - Friday or Public Holiday eves)
5:30pm-7:30pm HK$248                                                     
9:15pm-11:15pm HK$248

(Saturday and Sunday or Public Holiday)
5:00pm-7:00pm HK$248                                                       
9:15pm-11:15pm HK$248

Subject to 10% Service Charge","/media/offer/Dine_1156_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Deluxe Daikiya Japanese Restaurant - Tsim Sha Tsui
Address: Shop 102, 1/F, Albion Plaza, 2-6 Granville Road, Tsim Sha Tsui, Kowloon
Tel: +852 3188 1988 / 3188 2882","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1156_tnc_R.pdf"
"1594348278-61","https://www.holidayhk.com/en-hk/food-and-drink/","Golden Diamond CuisineSpecial discount on roasted goose","https://www.holidayhk.com/en-hk/food-and-drink/food0058/","Golden Diamond Cuisine","Special discount on roasted goose","Available from 6pm to 10pm","/media/offer/EN_Dine_58_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Golden Diamond Cuisine
Address: G-2/F., Merlin Garden, 160 Electric Road, North Point, Hong Kong Island
Tel: +852 2111 9982","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_58_tnc.pdf"
"1594348307-75","https://www.holidayhk.com/en-hk/food-and-drink/","Uptop Bistro and Bar - Popway HotelBUY 1 GET 1 FREEBuy one, get one free signature cocktailsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0016/","Uptop Bistro and Bar - Popway Hotel","Buy one, get one free signature cocktails","null","/media/offer/EN_Dine_16_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Uptop Bistro and Bar - Popway Hotel
Address: 19/F, 117 Chatham Road South, Tsim Sha Tsui, Kowloom
Tel: +852 2117 3526
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_16_tnc.pdf"
"1594348417-125","https://www.holidayhk.com/en-hk/food-and-drink/","HAY!10% discount on any dine-in consumption upon spending of HK$300 or above (excluding 10% service charge)","https://www.holidayhk.com/en-hk/food-and-drink/food0066/","HAY!","10% discount on any dine-in consumption upon spending of HK$300 or above (excluding 10% service charge)","null","/media/offer/EN_Dine_66_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
HAY!
Address: Shop G01, G04-05, G/F & F01A, 1/F,  Lee Tung Avenue, 200 Queen's Rd. East, Wanchai, Hong Kong Island
Tel: +852 2388 3666
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_66_tnc.pdf"
"1594348299-71","https://www.holidayhk.com/en-hk/food-and-drink/","HEE KEE Fried Crab ExpertBUY 1 GET 1 FREEBuy one, get one free on Orunken Abalone 
Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1200/","HEE KEE Fried Crab Expert","Buy one, get one free on Orunken Abalone","Original Price HK$48","/media/offer/Dine_1200_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hee Kee Fried Crab Expert - Wan Chai
Address: Shop 1-4, G/F, 379-389 Jaffe Road, Wan Chai, Hong Kong Island, Hong Kong
Tel: 2893 7565

Hee Kee Fried Crab Expert - Causeway Bay
Address: Shop E, G/F, Po Wing Building, 61-73 Lee Garden Road, Causeway Bay, Hong Kong Island, Hong Kong 
Tel: 2488 6665

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1200_tnc.pdf"
"1594348276-60","https://www.holidayhk.com/en-hk/food-and-drink/","Lai Heung Yuen CaféBuy one, get one free Baked Spaghetti Bolognese with Cheese and Pan-Fried EggQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0045/","Lai Heung Yuen Café","Buy one, get one free Baked Spaghetti Bolognese with Cheese and Pan-Fried Egg","Original price : HK$88","/media/offer/EN_Dine_45_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Lai Heung Yuen Café
Address: Shop Nos. 115 and 116, 1/F, Hing Wah Plaza, Hing Wah (I) Est, 11 Wan Tsui Road, Chai Wan, Hong Kong Island
Tel: +852 2818 4128","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_45_tnc.pdf"
"1594348506-166","https://www.holidayhk.com/en-hk/food-and-drink/","Namo Avant Thai25% off on total bill and complimentary glass of selected wine / mocktail for each customerQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1206/","Namo Avant Thai","25% off on total bill and complimentary glass of selected wine / mocktail for each customer","null","/media/offer/Dine_1206_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Namo Avant Thai
Address: Shop G18, Empire Centre, 68 Mody Road, Tsim Sha Shui East, Kolwoon
Tel: +852 2739 1133








                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1206_tnc_R.pdf"
"1594348311-77","https://www.holidayhk.com/en-hk/food-and-drink/","Hei Yuet PalaceSpecial discount on roasted goose","https://www.holidayhk.com/en-hk/food-and-drink/food0053/","Hei Yuet Palace","Special discount on roasted goose","Available from 6pm to 10pm","/media/offer/EN_Dine_53_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hei Yuet Palace - Aberdeen
Address: Shop 32, portion of G/F & 1/F, Noble Square, Wah Kwai Estate, 3 Wah Kwai Road, Aberdeen, Hong Kong Island
Tel: +852 2661 6061

Hei Yuet Palace - Lam Tin
Address: Shop 218, 1/F, Hing Tin Commercial Centre Complex, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kowloon
Tel: +852 2810 8700

Hei Yuet Palace - Tsing Yi
Address: 2/F, Cheung Hong Commercial Centre No.1, Cheung Hong Estate, Tsing Yi, New Territories
Tel: +852 2336 9886

Hei Yuet Palace - Tseung Kwan O
Address: Shop 133, 5/F & 6/F, Tsui Lam Shopping Centre, Tsui Lam Estate, Tseung Kwan O, New Territories
Tel: +852 2640 1111","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_53_tnc.pdf"
"1594348466-147","https://www.holidayhk.com/en-hk/food-and-drink/","Divino Patio Ristorante, Bar & Pizzeria50% OFF50% discount on main course itemsQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0010/","Divino Patio Ristorante, Bar & Pizzeria","50% discount on main course items","Enjoy the offer with a minimum spending of HK$300 per person on food a la carte","/media/offer/EN_Dine_10_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Divino Patio Ristorante, Bar & Pizzeria
Address: Shop 11, 1/F, BRIM28 - Causeway Centre, 28 Harbour Road, Wan Chai, Hong Kong Island 
Tel: +852 2877 3552 
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_10_tnc.pdf"
