web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,offer-detail
"1594281744-1276","https://www.holidayhk.com/en-hk/staycation/","The Royal GardenRomantic Staycation with Forbes 4-star awarded Sabatini dinner for 2 persons","https://www.holidayhk.com/en-hk/staycation/staycation0112/","The Royal Garden","Romantic Staycation with Forbes 4-star awarded Sabatini dinner for 2 persons","One night accommodation in Premier Room and dinner for 2 persons at Sabatini Ristorante Italiano","/media/offer/RoyalGarden_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One night accommodation upgraded to Premier Room
- Dinner for 2 persons at Sabatini Ristorante Italiano
- Free use of Gym & Sky Pool
- 25% discount in all outlets
- 25% discount on Spa Treatment at Sky Club
- Free use of handy phone (IDD calls to 27 countries)
- Late check out at 16:00 (subject to availability)
• For enquiries, please contact rsvoff@rghk.com.hk or +852 2733 2828"
"1594281868-1336","https://www.holidayhk.com/en-hk/staycation/","L'hotel élanStay & Dine Package","https://www.holidayhk.com/en-hk/staycation/staycation0168/","L'hotel élan","Stay & Dine Package","• One Night Accommodation with Semi-Buffet lunch for 2 persons at forte
• Late check out at 3pm
• Buy 1, get 1 free for dinner","/media/offer/Lhotelelan_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation in Blissful zone
- Semi-buffet lunch for 2 persons at forte
- Late check out at 3pm
- Buy 1 get 1 free for dinner
•  For enquiries, please contact rsvns.elan@lhotelgroup.com at +852 3968 8865"
"1594281884-1344","https://www.holidayhk.com/en-hk/staycation/","Mandarin Oriental, Hong KongStaycation by M.O.","https://www.holidayhk.com/en-hk/staycation/staycation0074/","Mandarin Oriental, Hong Kong","Staycation by M.O.","Indulge in a one-of-a-kind urban getaway where guests can enjoy a tempting range of exclusive offers including a HK$888 dining or spa credit per stay for booking a room or a HK$1,288 credit per stay for booking a suite, fun-filled kids activities, daily breakfast for two guests, and one wellness day pass for guests to enjoy the hotel’s heat and thermal facilities as well as the fitness centre within a month of departure.","/media/offer/MandarinOriental_HK_Hotel_Offer_1_logo.png","• Offer is valid from now to 31 August 2020 and is priced from HK$2,980 per room per night
• Offer includes:
- Luxurious accommodation in a City View Room with an upgrade to next category upon check in (from room to room / suite to suite)
- Daily breakfast at Clipper Lounge or Café Causette for up to two adults and one child aged under 12
- A HK$888 dining or spa credit per stay for booking a room or a HK$1,288 credit per stay for booking a suite (excludes Krug Room and retail items)
- A 24-hour experience with flexible check-in and check-out time
- Complimentary rollaway bed for the child who is under 12 years old
- Choose from a range of experiences which include: Chocolate Master Class, Mixology Class, Chocolate Hunt, Towel Art, Balloon Art, Manicure Workshop, Amenities Memory Game, Flower Wreath Class and a Curated Tour to learn about the history of Mandarin Oriental, Hong Kong
- One wellness day pass for guest to enjoy the hotel’s heat and thermal facilities as well as the fitness centre within a month of departure
•  For enquiries, please contact mohkg-reservations@mohg.com or +852 2820 4202"
"1594281942-1372","https://www.holidayhk.com/en-hk/staycation/","Bay Bridge Lifestyle RetreatStay & Dine: Semi-Buffet Lunch set","https://www.holidayhk.com/en-hk/staycation/staycation0144/","Bay Bridge Lifestyle Retreat","Stay & Dine: Semi-Buffet Lunch set","Enjoy a 1-night stay and semi-buffet lunch set for 2 persons from only HK$490!","/media/offer/BayBridge_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020 with detailed pricing as below:
• 1 – 30 June 2020: Studio Room HK$490, One Bedroom Suite HK$760
• 1 July – 31 August 2020: Studio Room HK$520, One Bedroom Suite HK$790
• 1 – 30 September 2020: Studio Room HK$620, One Bedroom Suite HK$890
• Offer includes: One night accommodation in selected room type, and semi-buffet lunch for 2 persons
• For enquiries, please contact rsvn@baybridgehongkong.com or call 2945 1133."
"1594281788-1297","https://www.holidayhk.com/en-hk/staycation/","Silka Tsuen Wan, Hong KongGET 1-night free at Silka hotels in Kuala Lumpur!","https://www.holidayhk.com/en-hk/staycation/staycation0177/","Silka Tsuen Wan, Hong Kong","GET 1-night free at Silka hotels in Kuala Lumpur!","Around the World with Dorsett - 
HK$1,250 up for 2 consecutive nights stay - Free SWITCH games trial + Free Breakfast & Thai Cuisine in-room Dinner...........
And enjoy 1 night FREE at Silka hotels in Kuala Lumpur! 

Experienced THAI Authentic & Fun in Themed Rooms & Suites include -
 - Standard Room in Thai Style
 - Deluxe Room in Thai Style
 - Family Room with Sofa Bed in Thai Style
 - Glamping Suite + Sofa Bed in Thai Style
@ Silka Tsuen Wan during the hot summer.","/media/offer/SilkaTsuenWan_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• Offer includes:
- Two consective nights accommodation in Silka Tsuen Wan
- Complimentary admission to Mini e-Sports Zone & Switch games trial (total 30 mins per stay)
- Welcome Thai Delights (upon arrival)
- Complimentary Daily Breakfast
- Complimentary Daily in-room Thai Cuisine Dinner
- Kids can enjoy all privileges in Silka Little Star program
- Free use of family travel amenities (upon request)
- Special rate at HK$120 (1Child+1Adult) for one session at Kid's Zone in Dorsett Tsuen Wan
•  For enquiries, please contact reservation.tsuenwan@silkahotels.com or +852 3700 3800"
"1594281940-1371","https://www.holidayhk.com/en-hk/staycation/","Hotel COZi‧ResortStay and Dine Package from HK$420 up","https://www.holidayhk.com/en-hk/staycation/staycation0161/","Hotel COZi‧Resort","Stay and Dine Package from HK$420 up","Stay in a Superior Room with your beloved and enjoy delectable buffet from HK$420 up","/media/offer/CoziResort_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible to this offer
•  Offer includes:
- One night accommodation in a Superior Room
- Semi-Buffet or Full Buffet for two persons
- Complimentary access to Fitness Centre
- Complimentary high-speed Wi-Fi
- Special discount on lunch and dinner menus at The Platter
•  For enquiries, please contact reservation team at rsvn.resort@hotelcozi.com or +852 3899 9268"
"1594281732-1270","https://www.holidayhk.com/en-hk/staycation/","Hotel ICONWELLNESSSPACATION","https://www.holidayhk.com/en-hk/staycation/staycation0108/","Hotel ICON","SPACATION","Embark on a rejuvenating journey and restore your divine balance at Hotel ICON with an indulging Spa-cation this season. Priced from HK$2,500* for an ICON 36 City Room for 2 persons per night","/media/offer/HotelIcon_HK_Hotel_Offer_1_logo.png","•  Offer is valid from now until 29 August 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation in ICON 36 City Room
- A 60-minute body massage for 2 persons (your choice of Angsana, Fusion, Javanese or Dream Massage) at Angsana Spa by Banyan Tree
- Complimentary 24-hour access to Health Club with the latest Technogym cardiovascular, weight training & cross-fit equipment
- Complimentary access to an open-air heated pool and sun deck with stunning views of the iconic Victoria Harbour
• Enjoy a special supplement of HK$150* to upgrade to an ICON 36 Harbour Room for 2 persons
• Value added options:
- Semi-buffet breakfast at The Market at HK$150+10% per person
- Valet parking service at HK$200 per night per private vehicle
•  For enquiries, please contact email book@hotel-icon.com or phone at +852 3400 1688"
"1594281891-1347","https://www.holidayhk.com/en-hk/staycation/","Auberge Discovery Bay Hong KongWELLNESSSpa Pampering Package","https://www.holidayhk.com/en-hk/staycation/staycation0133/","Auberge Discovery Bay Hong Kong","Spa Pampering Package","Spoil yourself or pamper your loved one in the seaside oasis that rejuvenates your body and soul from HK$1,788*.","/media/offer/AubergeDB_HK_Hotel_Offer_2_logo.png","Package includes:
•  One night stay in a Mountain View Room
   - Breakfast buffet for two persons
   - 60-min Aromatherapy Massage at Spa Botanica for one person
   - Complimentary Facial Treatment Travel Kit Set**
•  Offer is valid from 15 June to 30 September 2020
•  For enquiries, please contact reservations@aubergediscoverybay.com or call us at +852 2295 8355"
"1594281726-1267","https://www.holidayhk.com/en-hk/staycation/","Courtyard by Marriott Hong Kong Sha TinFun-tastic Foodcation","https://www.holidayhk.com/en-hk/staycation/staycation0006/","Courtyard by Marriott Hong Kong Sha Tin","Fun-tastic Foodcation","Savour seafood boil. Sip sparkling wine. Sleep in. Stay fueled the next day with breakfast at MoMo Café. This is what a fun-tastic foodcation looks like - and you get to enjoy it to yourself, in the comfort of your room.","/media/offer/CourtyardShatin_HK_Hotel_Offer_2_logo.png","• Offer is valid for stays from Fridays to Saturdays from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One night accommodation in Premier Room or Studio Suite on high floor with river view
- Welcome amenities
- Selected salad bowl, seafood boil, dessert platter and a bottle of sparkling wine served in the room (available from 6pm to 10pm)
- Breakfast for two persons at MoMo Café
- Late check-out till 3pm
- 30% off lunch and dinner buffet at MoMo Café 
• For reservations, please enter promotional code YX1 on Marriott.com/HKGST
• For enquiries, please contact cy.hkgst.sm@courtyard.com or +852 3940 8812"
"1594281944-1373","https://www.holidayhk.com/en-hk/staycation/","Somerset Victoria Park Hong KongRomantic Privilege Package","https://www.holidayhk.com/en-hk/staycation/staycation0141/","Somerset Victoria Park Hong Kong","Romantic Privilege Package","Enjoy romantic privilege and perks","/media/offer/SomersetVictoria_HK_Hotel_Offer_1_logo.png.png","•  Offer is valid from now to 30 September 2020
•  Hong Kong residents are eligible to this offer
•  Offer includes:
- One night staycation in Studio Room
- Early check-in at 11am and late check-out at 3pm
- A bottle of Fizz and a small box of Chocolate
- Free room set up with fancy balloons
- Unlimited WiFi connectivity
- Daily housekeeping service
•  For enquiries, please contact enquiry.hongkong@the-ascott.com or at +852 3653 8088"
"1594281928-1365","https://www.holidayhk.com/en-hk/staycation/","Island Shangri-La, Hong KongStaycation Offer","https://www.holidayhk.com/en-hk/staycation/staycation0067/","Island Shangri-La, Hong Kong","Staycation Offer","Enjoy HK$1,000 hotel credit, one way intercity transfer and more when booking your relaxing and fun-filled staycation at Island Shangri-La, Hong Kong","/media/offer/IslandShangrila_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Offer includes:
- One night accommodation
- HK$1,000 hotel credit per night
- One-way intercity transfer (except to/from Hong Kong International Airport) and advance booking is required
- Kid’s amenity bag
- Use of hotel’s fitness centre and swimming pool
•  For enquiries, please contact reservations@shangri-la.com or +852 3069 9788"
"1594281759-1283","https://www.holidayhk.com/en-hk/staycation/","iclub Sheung Wan HotelStay 2, Pay 1","https://www.holidayhk.com/en-hk/staycation/staycation0125/","iclub Sheung Wan Hotel","Stay 2, Pay 1","Stay One Night Gets One Night Free","/media/offer/IclubSheungWan_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- Pay one night get one night free for iSelect / iPlus
- Daily complimentary continental breakfast at iLounge
- Complimentary coffee & tea at iLounge, open 24/7
- Complimentary use of self-service laundry and drying facilities (one wash & dry per week), open 24/7
- Complimentary use of computers at iEngage, open 24/7
- Complimentary use of fitness equipment in Sweat Zone, open 24/7
- Complimentary Wi-Fi access
- Complimentary local telephone call
• For enquiries, please contact stay@sheungwan.iclub-hotels.com or +852 3963 6388"
"1594281718-1263","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Disneyland HotelWalt’s Café Afternoon Tea Set (HK$438 for two)","https://www.holidayhk.com/en-hk/staycation/staycation0189/","Hong Kong Disneyland Hotel","Walt’s Café Afternoon Tea Set (HK$438 for two)","Nothing compares to the timeless tradition of sipping classic tea with friends in Hong Kong Disneyland Hotel. Savor a Walt’s Cafe Afternoon Tea Set featuring the most refreshing western tea infusions, scrumptious savory goodies, and sweet treats inspired by Disney stories. Save 10% service fee when booking online!","/media/offer/DisneyHotel_HK_Hotel_Offer_1_logo.png","• Offer is valid for booking from now until 15 December 2020 for visits from now until 18 December 2020
•  Hong Kong residents are eligible for this offer
• This coupon can be used to redeem One Walt’s Cafe Afternoon Tea Set (For 2 Guests) at Walt’s Cafe at Hong Kong Disneyland Hotel
• This coupon must be presented at the time of ordering and payment. 
• Images are for marketing purposes only. All Guests must wear face masks and maintain appropriate social distance during their visit
• For enquiries, please call +852 1 830 830 or email us https://www.hongkongdisneyland.com/help/email/"
"1594281652-1231","https://www.holidayhk.com/en-hk/staycation/","The Upper HouseWhat's the Occasion","https://www.holidayhk.com/en-hk/staycation/staycation0090/","The Upper House","What's the Occasion","What is the Occasion? If you are looking to celebrate a birthday, anniversary or simply pamper your loved one with a surprise staycation, The Upper House is the perfect experience.","/media/offer/UpperHouse_HK_Hotel_Offer_1_logo.png","• Special offer from HK$4,000 per room per night, the package includes: 
- One night accommodation in Studio 70
- A full 24-hour stay with flexible check-in time 
- Breakfast for two at Café Gray Deluxe
- A 3-course dinner for two at Café Gray Deluxe 
- A complimentary round of drinks at Café Gray Deluxe from 6pm 
- A complimentary celebration cake 
- Any bottle of wine or champagne and snacks from the Maxi-Bar 
- Unlimited on-demand popcorn and in-room Blockbuster movies 
- Complimentary parking
• For enquiries, please contact reservations@upperhouse.com or +852 3968 1111"
"1594281716-1262","https://www.holidayhk.com/en-hk/staycation/","Hotel StageUrban Gem Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0181/","Hotel Stage","Urban Gem Staycation","Receive HK$400 all-day dining credit to spend in Kitchen Savvy and Muse Wine Bar. Signature breakfast for two.","/media/offer/HotelStage_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 31 August 2020
• Hong Kong residents are eligible to this offer
• Offer includes:
- One-night accommodation in Superior room
- HK$400 all-day dining cash coupon for Kitchen Savvy or Muse Wine Bar per night
- Signature breakfast for two at Kitchen Savvy 
- Access to library lounge - Club Stage
- Daily supplement for upgrading to Premium Suite at HK$800
- Buy-one-get-one-free offer on drinks during dinner period at Kitchen Savvy
- Late check-out at 2pm
- Complimentary welcome drinks
- Complimentary high-speed Wi-Fi
- Complimentary 24-hour access to the Gym
•  For enquiries, please contact resv@hotelstage.com or +852 3953 2226"
"1594281864-1334","https://www.holidayhk.com/en-hk/staycation/","Marco Polo Hongkong HotelYour memories are our memories","https://www.holidayhk.com/en-hk/staycation/staycation0131/","Marco Polo Hongkong Hotel","Your memories are our memories","As one of the Hong Kong Heritage Tourism Brands, we thank you for all the wonderful and fond memories you have created with us for over 50 years, overlooking the celebrated Hong Kong harbour view and skyline. Enjoy this package specially for you and enjoy our warm hospitality along with signature experiences for an unforgettable getaway.","/media/offer/MarcoPoloHKHotel_HK_Hotel_Offer_2_logo.png","• Offer includes:
   - A one-night stay in Deluxe Harbour View room; or  Special supplement at HK$300 for upgrade to Continental Harbour View room; HK$700 for upgrade to Deluxe Suite (harbour view), with exclusive privileges and full business facilities at The Continental Club
   - “Be Fabulous” afternoon tea for two at Forbes-rated restaurant, Cucina, offering a panoramic view of Hong Kong’s harbour
   - Marco Polo Hotels signature Earl Grape Iced Tea served alongside fresh green grapes, elderflower-infused ice cubes and Turkish Delight for two at any of our outlets
   - A guided morning tour at 9am to the city’s treasure, Kowloon Park, a hidden green space with a 50-year heritage
   - Marco Polo homemade cookies and two jars of Chef’s homemade jam for you to bring home as a memory of your staycation with us
•  For enquiries, please contact resv.hkh@marcopolohotels.com or call us at +852 2113 3115"
"1594281965-1383","https://www.holidayhk.com/en-hk/staycation/","Harbour Plaza 8 DegreesBeat The Heat","https://www.holidayhk.com/en-hk/staycation/staycation0063/","Harbour Plaza 8 Degrees","Beat The Heat","Not only does the package include 1 night accommodation, but a reward valued at HK$800. Guests will receive HK$400 in-house dining credit and a HK$400 dining coupon.","/media/offer/HarbourPlaza8Degrees_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One night accommodation in Superior room
- Free access to hotel facilities such as fitness centre, outdoor swimming pool, and sauna
• For enquiries, please contact rsvn.hp8d@harbour-plaza.com or +852 3900 3000"
"1594281911-1357","https://www.holidayhk.com/en-hk/staycation/","Hong Kong SkyCity Marriott HotelLantau Explorer Package HK$1,488Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/staycation/staycation0155/","Hong Kong SkyCity Marriott Hotel","Lantau Explorer Package HK$1,488","Enjoy your stay at Hong Kong SkyCity Marriott Hotel with a 360 Tai O Pass for a scenic ride on the NP360 cable car and experience the heritage of the charming fishing village! 

Free shuttle is included between the hotel and Tung Chung.","/media/offer/LaDA_HK_Hotel_Offer_2_logo.png","• Offer is valid from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- A one-night accommodation in a Deluxe Room with breakfast for 2
- 360 Tai O Pass for 2 (with round trip cable car ticket, NLB one day pass, boat ticket and Tai O snack coupon)
- Free shuttle bus between Hong Kong Skycity Marriott Hotel and Tung Chung
• A complimentary HK$100 Citygate Outlets cash voucher and a 20% off coupon at AsiaWorld-Expo's NUVA, specialising in Chinese fine dining (while stock lasts)
• For enquiries, please contact holidays@np360.com.hk or +852 3666 0666"
"1594281829-1317","https://www.holidayhk.com/en-hk/staycation/","Eaton, HKMichelin Tasting Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0013/","Eaton, HK","Michelin Tasting Staycation","Stay on Eaton Room with daily breakfast and HK$800 dinner dining credit at Michelin Star Restaurant - Yat Tung Heen.","/media/offer/EatonHK_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation in Eaton Room
- HK$800 dinner dining credit at Yat Tung Heen (per room per night) 
- Complimentary breakfast at The Astor (maximum 2 guests)
•  For enquiries, please contact rsvnhk@eatonworkshop.com or +852 2710 1828"
"1594281989-1395","https://www.holidayhk.com/en-hk/staycation/","The Langham Hong KongLIMITED OFFERLangham Staycation Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0187/","The Langham Hong Kong","Langham Staycation Room Package","Luxuriate yourself in a staycation retreat with enticing privileges including, daily breakfast, HK$1,000 dining credits, complimentary car parking, Langham Limited Edition Octopus Card and more.

Book during 3-16 July 2020 for exclusive privileges below!
Complimentary access to The Langham Club to enjoy afternoon tea, evening cocktails with canapés, as well as fine wines and premium beverages throughout the day.","/media/offer/TheLangham_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer 
•  Offer includes:
- Exclusive Privileges: Complimentary Langham Club Access (for booking made before 16 July 2020)
- One night accommodation in Superior Courtyard Room 
- Daily breakfast for 2 adults and 1 child (up to 12 years old)
- HK$1,000 dining credit during the stay
- Guaranteed early check-in at 12:00 noon and late check-out at 3pm
- One complimentary Langham Limited Edition Octopus Card with HK$100 value per stay
- In-suite play tent for kids (for One Bedroom Suite only, upon request in advance and upon availability)
- Complimentary parking for 1 car per stay
- Complimentary extra bed for 1 child
- Complimentary internet access in all guest rooms and public areas
- Complimentary access to 24-hour fitness centre
Value add: Exclusive for One Bedroom Suite only, an extra kid can be accommodated on a sofa bed with a supplement charge of HK$200 per room per night, with daily breakfast included
•  For enquiries, please contact tlhkg.resv@langhamhotels.com or +852 2378 9988"
"1594281880-1342","https://www.holidayhk.com/en-hk/staycation/","Hotel Pravo Hong KongRomantic Privilege Package","https://www.holidayhk.com/en-hk/staycation/staycation0142/","Hotel Pravo Hong Kong","Romantic Privilege Package","Enjoy FREE room upgrade, romantic privilege and perks","/media/offer/PravoHotel_HK_Hotel_Offer_1_logo.png.png","•  Offer is valid from now to 30 September 2020
•  Hong Kong residents are eligible to this offer
•  Offer includes:
- FREE upgrade from Standard Room to Superior Room
- Early check-in at 11am and late check-out at 3pm
- A bottle of Fizz and a small box of Chocolate
- Free welcome drinks
- Free room set up with fancy balloons
- Fully-equipped gymnasium
- Unlimited WiFi connectivity
- Daily housekeeping service
•  For enquiries, please contact enquiry.hongkong@the-ascott.com or at +852 3188 7888"
"1594281707-1258","https://www.holidayhk.com/en-hk/staycation/","New World Millennium Hong Kong HotelStay & Savour with HK$1,000 Dining Credits","https://www.holidayhk.com/en-hk/staycation/staycation0096/","New World Millennium Hong Kong Hotel","Stay & Savour with HK$1,000 Dining Credits","Sit back, relax, and enjoy a jolly time in our contemporary guestrooms with all the modern convenience you may need from just HK$1,600 plus service charge. What’s more, take advantage of complimentary HK$1,000 food and beverage credits nightly throughout your stay and unwind with an extensive offering of wining and dining indulgence.  

In-house guests are also rewarded with an additional 20% food and beverage discount at the hotel. Choose between a tempting selection of international cuisines that suit all tastes, including Japanese, Chinese and French, to name a few. Guests can also enjoy a drink or a light meal at the lounge or bar.","/media/offer/NewWorldMillennium_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 10 September 2020
•  Hong Kong residents are eligible for this offer
•  Package includes:
- One night accommodation in a Deluxe City View or higher category room
- An upgrade to a Harbour View room 
- Food and beverage credits valued at HKD1,000 nett per room per night (The credits are cumulative throughout the stay and can be used for food and beverage consumption (including alcoholic drinks) at any of the hotel’s restaurants and lounges.)
- Complimentary pay movies
- Complimentary non-alcoholic drinks and snacks from the mini-bar (refilled daily)
- 20% food and beverage discount (25% discount if guest becomes an Epicure dining club member on the spot)
- Early check-in at 12 noon and late check-out until 6 p.m., subject to availability
- Kids (age 3-11) stay for free (one extra bed available)
- Guests who book a Residence Club room can enjoy all its exclusive privileges
•  For enquiries, please contact the reservations department at reservations@newworldmillenniumhotel.com or +852 2313 4305"
"1594281689-1249","https://www.holidayhk.com/en-hk/staycation/","Royal Pacific HotelStay & Save","https://www.holidayhk.com/en-hk/staycation/staycation0042/","Royal Pacific Hotel","Stay & Save","• Complimentary room upgrade
• HK$800 dining credits per room per night
• Late check-out until 2pm","/media/offer/RoyalPacific_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible to enjoy this offer
•  Offer includes:
- One night accommodation in Premier Room
- Complimentary room upgrade
- HK$800 dining credits per room per night (terms and conditions apply)
- Late check-out until 2pm
- Free WiFi
- 24-hour Fitness Centre
•  For enquiries, please contact reservations@royalpacific.com.hk at +852 2738 2222"
"1594281784-1295","https://www.holidayhk.com/en-hk/staycation/","Four Seasons Hotel Hong KongSummer Family Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0060/","Four Seasons Hotel Hong Kong","Summer Family Staycation","Create magical family memories with a getaway that includes daily breakfast, kids' welcome amenities, an extended check-out until 4pm, and more.","/media/offer/FourSeasons_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 31 August 2020
• Daily breakfast for two adults and two children aged 12 and under
• HK$300 Hotel food and beverage credit per stay (does not apply to Sushi Saito)
• Complimentary rollaway bed
• Late check-out until 4pm
• Always complimentary: welcome amenities; kids' ""glamping"" adventure tent pitched in the room with in-room camping amenities; and fun-filled family activities, including a scavenger hunt, hot chocolate and latte art class with cookies, and fitness by the pool
• A 30% savings on all nail treatments at the Nail Bar and a special rate on hair-braiding service for children ages 12 and under
• Option to upgrade to a suite at the special supplementary price of HK$900
• Option to add one of our Masters of Craft experiences – private culinary, mixology and wellness classes with our experts – for an additional fee (visit our Masters of Craft page for full details)
• For enquiries, please contact our Reservations Team at res.hongkong@fourseasons.com or + 852 3196 8333"
"1594281934-1368","https://www.holidayhk.com/en-hk/staycation/","iclub Ma Tau Wai HotelStay one night, get one night free","https://www.holidayhk.com/en-hk/staycation/staycation0066/","iclub Ma Tau Wai Hotel","Stay one night, get one night free","•  Daily complimentary continental breakfast at iLounge 
•  Complimentary use of Sweat Zone, iEngage and Wi-Fi access","/media/offer/iclubMaTauWei_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes: 
- Daily complimentary continental breakfast at iLounge per room occupancy
- Two nights accommodation in iSelect / iPlus
- Complimentary coffee/tea service at iLounge per room occupancy
- Complimentary use of Sweat Zone
- Complimentary use of iEngage
- Complimentary Wi-Fi access
- Complimentary use of portable Wi-Fi service, subject to availability and is served on a first-come-first-serve basis. Advance reservation is advised and kindly contact our Front Office for more information
•  For enquiries, please email stay@matauwai.iclub-hotels.com or dial +852 3963 6388"
"1594281909-1356","https://www.holidayhk.com/en-hk/staycation/","JW Marriott Hotel Hong KongWellness Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0068/","JW Marriott Hotel Hong Kong","Wellness Staycation","JW Marriott Hotel Hong Kong creates environments and experiences for you to revitalise your mind, body and spirit. Why not take a break and focus on what matters most in this urban sanctuary with beautiful surroundings and a relaxed atmosphere? Embark on a holistic journey with your loved ones and awake your senses for a world of indulgent experiences.","/media/offer/JWMarriott_HK_Hotel_Offer_1_logo.png","• The package is priced from HK$2,500 per room per night, subject to a 10% service charge
• The package is valid from 15 June to 31 August 2020
• Offers include: 
- A 24-hour stay in a well-appointed guestroom
- A complimentary upgrade to Premier Harbour View room
- Daily buffet breakfast at JW Café for up to 2 adults and 2 children
- A choice of dining offer: a healthy 3-course set dinner for 2 at Fish Bar or HK$1,000 dining credit per room per night
- An immune-boosting drink
- Free parking
- Sunbath by the pool and access to the outdoor swimming pool
- Fitness Centre with guidance on fitness equipment"
"1594281755-1281","https://www.holidayhk.com/en-hk/staycation/","Ibis Hong Kong Central and Sheung WanEnjoy Delightful Moment with Your ‘LOVE’","https://www.holidayhk.com/en-hk/staycation/staycation0022/","Ibis Hong Kong Central and Sheung Wan","Enjoy Delightful Moment with Your ‘LOVE’","•  One night stay in Harbour View Queen Bed Room 
•  Daily breakfast at LE BAR for 2 adults
•  Birthday Surprise: A complimentary bottle of house wine for in-house guest during his/her birthday month (please advise upon reservation)
•  40% discount on a la carte menu at LE BAR and TASTE","/media/offer/ibisHKCentral_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night’s stay in Harbour View Queen Bed Room 
- Including daily breakfast at LE BAR for 2 adults
- Complimentary welcoming minibar (one time per stay)
- Free Wi-Fi access
- Free and unlimited access to fitness room 
- Late check-out at 4pm (subject to room availability)
•  For enquiries, please email h7606-re10@accor.com or dial +852 2257 7000"
"1594281981-1391","https://www.holidayhk.com/en-hk/staycation/","Hyatt Centric Victoria Harbour Hong KongA Centric Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0065/","Hyatt Centric Victoria Harbour Hong Kong","A Centric Staycation","HK$960 plus a 10% service charge per night","/media/offer/HyattCentric_HK_Hotel_Offer_1_logo.png","Stay in the middle of city, and discover the eclectic mix of traditional and new for HK$960 up per night only.

• Staycation package includes:
- One night accommodation in a 1 King Bed or 2 Twin Beds Room
- Breakfast buffet for 2 persons at The Farmhouse
- Lunch buffet for 2 persons at The Farmhouse, OR afternoon tea set for 2 persons at Cruise
- Instead of lunch or afternoon tea, add HK$400 (plus a 10% service charge) to upgrade your lunch or afternoon tea experience to a Cruise’s set dinner for 2 persons with 2 hours free-flow sparkling wines, beer and soft drinks OR a buffet dinner for 2 persons at The Farmhouse
• Offer is valid from now until 30 September 2020
• For enquiries, please contact hkgct.reservations@hyatt.com or +852 3896 9800"
